StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent_1,Consent_2,Consent_3,MTurkID,Sports_Filter,attention_check_1,attention_check_2_1,attention_check_2_2,Control_time_First Click,Control_time_Last Click,Control_time_Page Submit,Control_time_Click Count,Reduced_time_First Click,Reduced_time_Last Click,Reduced_time_Page Submit,Reduced_time_Click Count,Ranking_time_First Click,Ranking_time_Last Click,Ranking_time_Page Submit,Ranking_time_Click Count,Categorization_time_First Click,Categorization_time_Last Click,Categorization_time_Page Submit,Categorization_time_Click Count,Buffer_time_First Click,Buffer_time_Last Click,Buffer_time_Page Submit,Buffer_time_Click Count,Buffer_list,Count,Buffer_words_correct,Buffer_list_time_First Click,Buffer_list_time_Last Click,Buffer_list_time_Page Submit,Buffer_list_time_Click Count,Initial_Retention,Valued_Retention,Renewal Liklihood_1,Gender,Age,Race,Education,Bonus_Survey,Save MTurk,mturkcode,condition,label,reduced_list,ranking,categorization
2021-11-08 13:34:30,2021-11-08 13:34:30,Survey Test,,100,0,1,2021-11-08 13:34:30,R_38yEEM8HbQ0guuq,,,,,40.4394989013671,-79.943000793457,test,,No,No,Yes,,5-10,Other,80,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328926,1,reduced_list,1,0,0
2021-11-08 13:34:30,2021-11-08 13:34:30,Survey Test,,100,0,1,2021-11-08 13:34:30,R_8pq9lltWGrn24v4,,,,,40.4394989013671,-79.943000793457,test,,Yes,Yes,No,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504269,,,,,
2021-11-08 13:34:30,2021-11-08 13:34:31,Survey Test,,100,1,1,2021-11-08 13:34:31,R_0NiEV8AJeLJrOdg,,,,,40.4394989013671,-79.943000793457,test,,Yes,No,No,,5-10,Other,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346831,3,categorization,0,0,1
2021-11-08 13:34:31,2021-11-08 13:34:31,Survey Test,,100,0,1,2021-11-08 13:34:31,R_5dJsr1TsDsfI0dw,,,,,40.4394989013671,-79.943000793457,test,,Yes,No,No,,5-10,Other,30,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391620,2,ranking,0,1,0
2021-11-08 13:34:31,2021-11-08 13:34:31,Survey Test,,100,0,1,2021-11-08 13:34:31,R_blL1YeZ5qsYfdJQ,,,,,40.4394989013671,-79.943000793457,test,,No,Yes,No,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612352,,,,,
2021-11-08 13:34:31,2021-11-08 13:34:31,Survey Test,,100,0,1,2021-11-08 13:34:31,R_byJvs6bm6WixfmK,,,,,40.4394989013671,-79.943000793457,test,,Yes,Yes,No,,5-10,Ferret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384790,3,categorization,0,0,1
2021-11-08 13:34:31,2021-11-08 13:34:31,Survey Test,,100,0,1,2021-11-08 13:34:31,R_6KlillLOk4VEOai,,,,,40.4394989013671,-79.943000793457,test,,No,Yes,No,,More than 10,Lion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250567,1,reduced_list,1,0,0
2021-11-08 13:34:31,2021-11-08 13:34:31,Survey Test,,100,0,1,2021-11-08 13:34:31,R_7O1zSZby8omqFbU,,,,,40.4394989013671,-79.943000793457,test,,No,Yes,No,,More than 10,Ferret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444679,0,control,0,0,0
2021-11-08 13:34:32,2021-11-08 13:34:32,Survey Test,,100,0,1,2021-11-08 13:34:32,R_3fN9kGTkDj7tZ54,,,,,40.4394989013671,-79.943000793457,test,,No,No,Yes,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246306,,,,,
2021-11-08 13:34:32,2021-11-08 13:34:32,Survey Test,,100,0,1,2021-11-08 13:34:32,R_5hhK1a5n0o6DMQm,,,,,40.4394989013671,-79.943000793457,test,,Yes,Yes,No,,More than 10,Ferret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913528,3,categorization,0,0,1
2021-11-08 13:34:32,2021-11-08 13:34:32,Survey Test,,100,0,1,2021-11-08 13:34:32,R_0v9r8Wde0siXloG,,,,,40.4394989013671,-79.943000793457,test,,No,No,No,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296106,,,,,
2021-11-08 13:34:32,2021-11-08 13:34:32,Survey Test,,100,0,1,2021-11-08 13:34:32,R_512QAUcvmyUr5eS,,,,,40.4394989013671,-79.943000793457,test,,No,Yes,No,,More than 10,Ferret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494491,0,control,0,0,0
2021-11-08 13:34:32,2021-11-08 13:34:32,Survey Test,,100,0,1,2021-11-08 13:34:32,R_4OsTrwLgcZT2wMS,,,,,40.4394989013671,-79.943000793457,test,,No,Yes,No,,5-10,Dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794029,1,reduced_list,1,0,0
2021-11-08 13:34:32,2021-11-08 13:34:32,Survey Test,,100,0,1,2021-11-08 13:34:32,R_dhhoqcqeXpYiiVM,,,,,40.4394989013671,-79.943000793457,test,,No,No,Yes,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65301,,,,,
2021-11-08 13:34:32,2021-11-08 13:34:33,Survey Test,,100,1,1,2021-11-08 13:34:33,R_cBDzvxQF93hsOUK,,,,,40.4394989013671,-79.943000793457,test,,No,No,Yes,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172120,,,,,
2021-11-08 13:34:33,2021-11-08 13:34:33,Survey Test,,100,0,1,2021-11-08 13:34:33,R_cDaBtRUYEkY0jeC,,,,,40.4394989013671,-79.943000793457,test,,No,Yes,No,,More than 10,Dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944910,2,ranking,0,1,0
2021-11-08 13:34:33,2021-11-08 13:34:33,Survey Test,,100,0,1,2021-11-08 13:34:33,R_3KUuCiv31jFpkLY,,,,,40.4394989013671,-79.943000793457,test,,Yes,No,Yes,,5-10,Lion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543804,0,control,0,0,0
2021-11-08 13:34:33,2021-11-08 13:34:33,Survey Test,,100,0,1,2021-11-08 13:34:33,R_82BTfXTXvg7Nw1M,,,,,40.4394989013671,-79.943000793457,test,,Yes,Yes,Yes,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131037,,,,,
2021-11-08 13:34:33,2021-11-08 13:34:33,Survey Test,,100,0,1,2021-11-08 13:34:33,R_ai72rhUypORAF5c,,,,,40.4394989013671,-79.943000793457,test,,No,No,No,,1-5,Bear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464278,1,reduced_list,1,0,0
2021-11-08 13:34:33,2021-11-08 13:34:33,Survey Test,,100,0,1,2021-11-08 13:34:33,R_6hxucPXpO8fzMai,,,,,40.4394989013671,-79.943000793457,test,,No,No,Yes,,More than 10,Bear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572352,3,categorization,0,0,1
2021-11-08 13:34:33,2021-11-08 13:34:34,Survey Test,,100,1,1,2021-11-08 13:34:34,R_808pqfkh11Zf5cy,,,,,40.4394989013671,-79.943000793457,test,,No,No,No,,More than 10,Ferret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395399,2,ranking,0,1,0
2021-11-08 13:34:34,2021-11-08 13:34:34,Survey Test,,100,0,1,2021-11-08 13:34:34,R_1SnhcwmC4HBoVNA,,,,,40.4394989013671,-79.943000793457,test,,No,No,No,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500778,,,,,
2021-11-08 13:34:34,2021-11-08 13:34:34,Survey Test,,100,0,1,2021-11-08 13:34:34,R_4NJvBMBq6d1Pnuu,,,,,40.4394989013671,-79.943000793457,test,,No,Yes,No,,More than 10,Ferret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708108,1,reduced_list,1,0,0
2021-11-08 13:34:34,2021-11-08 13:34:34,Survey Test,,100,0,1,2021-11-08 13:34:34,R_cYeal2uK0MSeImy,,,,,40.4394989013671,-79.943000793457,test,,No,No,Yes,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586465,,,,,
2021-11-08 13:34:34,2021-11-08 13:34:34,Survey Test,,100,0,1,2021-11-08 13:34:34,R_2fo3TGvVja8TZ9I,,,,,40.4394989013671,-79.943000793457,test,,No,No,Yes,,More than 10,Dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174172,2,ranking,0,1,0
2021-11-08 13:34:34,2021-11-08 13:34:34,Survey Test,,100,0,1,2021-11-08 13:34:34,R_394Ycf7fVNbFLq6,,,,,40.4394989013671,-79.943000793457,test,,No,Yes,No,,5-10,Dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411944,3,categorization,0,0,1
2021-11-08 13:34:34,2021-11-08 13:34:35,Survey Test,,100,1,1,2021-11-08 13:34:35,R_01Djw515d4Fs0K2,,,,,40.4394989013671,-79.943000793457,test,,Yes,Yes,Yes,,5-10,Other,10,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928061,0,control,0,0,0
2021-11-08 13:34:35,2021-11-08 13:34:35,Survey Test,,100,0,1,2021-11-08 13:34:35,R_ei0MASfgAIG6Oqi,,,,,40.4394989013671,-79.943000793457,test,,No,Yes,Yes,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744467,,,,,
2021-11-08 13:34:35,2021-11-08 13:34:35,Survey Test,,100,0,1,2021-11-08 13:34:35,R_aftyo4mItfw13Qq,,,,,40.4394989013671,-79.943000793457,test,,No,No,No,,5-10,Bear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492709,1,reduced_list,1,0,0
2021-11-08 13:34:35,2021-11-08 13:34:35,Survey Test,,100,0,1,2021-11-08 13:34:35,R_5B90U9zzRE8LioS,,,,,40.4394989013671,-79.943000793457,test,,No,Yes,Yes,,5-10,Bear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287209,3,categorization,0,0,1
2021-11-08 13:34:35,2021-11-08 13:34:35,Survey Test,,100,0,1,2021-11-08 13:34:35,R_4OORQcd3QJRUh1A,,,,,40.4394989013671,-79.943000793457,test,,No,Yes,No,,5-10,Other,60,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829364,0,control,0,0,0
2021-11-08 13:34:35,2021-11-08 13:34:35,Survey Test,,100,0,1,2021-11-08 13:34:35,R_9oDDwhtirPqY47Q,,,,,40.4394989013671,-79.943000793457,test,,No,Yes,Yes,,More than 10,Lion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690235,2,ranking,0,1,0
2021-11-08 13:34:36,2021-11-08 13:34:36,Survey Test,,100,0,1,2021-11-08 13:34:36,R_bBoEWpZRuIWjdXg,,,,,40.4394989013671,-79.943000793457,test,,Yes,No,No,,More than 10,Dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188195,0,control,0,0,0
2021-11-08 13:34:36,2021-11-08 13:34:36,Survey Test,,100,0,1,2021-11-08 13:34:36,R_2mCAU9W7gH4s3zg,,,,,40.4394989013671,-79.943000793457,test,,No,No,Yes,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540654,,,,,
2021-11-08 13:34:36,2021-11-08 13:34:36,Survey Test,,100,0,1,2021-11-08 13:34:36,R_09yW2EAHh91Fciy,,,,,40.4394989013671,-79.943000793457,test,,Yes,No,Yes,,1-5,Other,100,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25260,2,ranking,0,1,0
2021-11-08 13:34:36,2021-11-08 13:34:36,Survey Test,,100,0,1,2021-11-08 13:34:36,R_0JoW6qsIbBMu7s2,,,,,40.4394989013671,-79.943000793457,test,,Yes,No,No,,1-5,Ferret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198353,1,reduced_list,1,0,0
2021-11-08 13:34:36,2021-11-08 13:34:36,Survey Test,,100,0,1,2021-11-08 13:34:36,R_0c6h7uwCOFCssUS,,,,,40.4394989013671,-79.943000793457,test,,No,Yes,Yes,,5-10,Ferret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703871,3,categorization,0,0,1
2021-11-08 13:34:36,2021-11-08 13:34:36,Survey Test,,100,0,1,2021-11-08 13:34:36,R_6gtGKg0WfKZxmZM,,,,,40.4394989013671,-79.943000793457,test,,Yes,No,No,,1-5,Dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368561,2,ranking,0,1,0
2021-11-08 13:34:37,2021-11-08 13:34:37,Survey Test,,100,0,1,2021-11-08 13:34:37,R_6njtG0GO4aSf39Q,,,,,40.4394989013671,-79.943000793457,test,,No,No,No,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679021,,,,,
2021-11-08 13:34:37,2021-11-08 13:34:37,Survey Test,,100,0,1,2021-11-08 13:34:37,R_0Nk5ODv7CppKEmy,,,,,40.4394989013671,-79.943000793457,test,,Yes,Yes,Yes,,More than 10,Lion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337904,3,categorization,0,0,1
2021-11-08 13:34:37,2021-11-08 13:34:37,Survey Test,,100,0,1,2021-11-08 13:34:37,R_5godZeoSJeamwtw,,,,,40.4394989013671,-79.943000793457,test,,Yes,Yes,Yes,,5-10,Bear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489601,1,reduced_list,1,0,0
2021-11-08 13:34:37,2021-11-08 13:34:37,Survey Test,,100,0,1,2021-11-08 13:34:37,R_bviheBlkof23rz8,,,,,40.4394989013671,-79.943000793457,test,,No,Yes,No,,More than 10,Dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381316,0,control,0,0,0
2021-11-08 13:34:37,2021-11-08 13:34:37,Survey Test,,100,0,1,2021-11-08 13:34:37,R_6Jdxt9GaEGL5L3o,,,,,40.4394989013671,-79.943000793457,test,,No,Yes,Yes,,More than 10,Ferret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67253,0,control,0,0,0
2021-11-08 13:34:37,2021-11-08 13:34:38,Survey Test,,100,1,1,2021-11-08 13:34:38,R_da8c4iT97GprPU2,,,,,40.4394989013671,-79.943000793457,test,,No,No,Yes,,5-10,Ferret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468044,1,reduced_list,1,0,0
2021-11-08 13:34:38,2021-11-08 13:34:38,Survey Test,,100,0,1,2021-11-08 13:34:38,R_a34IQ8H1p3sqxSK,,,,,40.4394989013671,-79.943000793457,test,,Yes,No,Yes,,5-10,Bear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,918289,2,ranking,0,1,0
2021-11-08 13:34:38,2021-11-08 13:34:38,Survey Test,,100,0,1,2021-11-08 13:34:38,R_2ifD7tRMGRPp4vY,,,,,40.4394989013671,-79.943000793457,test,,No,No,No,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843689,,,,,
2021-11-08 13:34:38,2021-11-08 13:34:38,Survey Test,,100,0,1,2021-11-08 13:34:38,R_bEGPFbtMwJguVjE,,,,,40.4394989013671,-79.943000793457,test,,No,Yes,Yes,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591046,,,,,
2021-11-08 13:34:38,2021-11-08 13:34:38,Survey Test,,100,0,1,2021-11-08 13:34:38,R_cJbXRmIe9E7aeTI,,,,,40.4394989013671,-79.943000793457,test,,No,Yes,No,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505351,,,,,
2021-11-08 13:34:38,2021-11-08 13:34:38,Survey Test,,100,0,1,2021-11-08 13:34:38,R_0IlwSal63FuCx14,,,,,40.4394989013671,-79.943000793457,test,,Yes,No,Yes,,5-10,Bear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501189,3,categorization,0,0,1
2021-11-08 13:34:38,2021-11-08 13:34:38,Survey Test,,100,0,1,2021-11-08 13:34:38,R_0kPRWn2xQigneGG,,,,,40.4394989013671,-79.943000793457,test,,No,No,Yes,,5-10,Other,30,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220070,2,ranking,0,1,0
2021-11-08 13:34:38,2021-11-08 13:34:39,Survey Test,,100,1,1,2021-11-08 13:34:39,R_a60dRnKSN15cT4O,,,,,40.4394989013671,-79.943000793457,test,,Yes,No,No,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97535,,,,,
2021-11-08 13:34:39,2021-11-08 13:34:39,Survey Test,,100,0,1,2021-11-08 13:34:39,R_0TfoFG80wH4UqiO,,,,,40.4394989013671,-79.943000793457,test,,Yes,No,No,,5-10,Ferret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797185,3,categorization,0,0,1
2021-11-08 13:34:39,2021-11-08 13:34:39,Survey Test,,100,0,1,2021-11-08 13:34:39,R_0pSIserJBuxFk8e,,,,,40.4394989013671,-79.943000793457,test,,Yes,No,Yes,,1-5,Ferret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381151,0,control,0,0,0
2021-11-08 13:34:39,2021-11-08 13:34:39,Survey Test,,100,0,1,2021-11-08 13:34:39,R_dbY2k4uB0Pf4xHU,,,,,40.4394989013671,-79.943000793457,test,,Yes,No,No,,5-10,Dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171731,1,reduced_list,1,0,0
2021-11-08 13:34:39,2021-11-08 13:34:39,Survey Test,,100,0,1,2021-11-08 13:34:39,R_6EgqnZziEZtBnjo,,,,,40.4394989013671,-79.943000793457,test,,No,No,No,,More than 10,Ferret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842339,0,control,0,0,0
2021-11-08 13:34:39,2021-11-08 13:34:39,Survey Test,,100,0,1,2021-11-08 13:34:39,R_2fBpZ5cyGeZEQJg,,,,,40.4394989013671,-79.943000793457,test,,No,Yes,No,,5-10,Lion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277448,1,reduced_list,1,0,0
2021-11-08 13:34:39,2021-11-08 13:34:39,Survey Test,,100,0,1,2021-11-08 13:34:40,R_80L4YDFyXQ4E0Zg,,,,,40.4394989013671,-79.943000793457,test,,Yes,Yes,No,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851263,,,,,
2021-11-08 13:34:40,2021-11-08 13:34:40,Survey Test,,100,0,1,2021-11-08 13:34:40,R_djbYo6ya64IsfZQ,,,,,40.4394989013671,-79.943000793457,test,,Yes,Yes,No,,5-10,Other,0,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940619,3,categorization,0,0,1
2021-11-08 13:34:40,2021-11-08 13:34:40,Survey Test,,100,0,1,2021-11-08 13:34:40,R_4NiNfK3uauCccK2,,,,,40.4394989013671,-79.943000793457,test,,Yes,No,No,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746633,,,,,
2021-11-08 13:34:40,2021-11-08 13:34:40,Survey Test,,100,0,1,2021-11-08 13:34:40,R_eOGcvEH9THJi3ga,,,,,40.4394989013671,-79.943000793457,test,,Yes,No,No,,1-5,Dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354808,2,ranking,0,1,0
2021-11-08 13:34:40,2021-11-08 13:34:40,Survey Test,,100,0,1,2021-11-08 13:34:40,R_af01OpiqJvAnC2q,,,,,40.4394989013671,-79.943000793457,test,,Yes,No,Yes,,5-10,Other,30,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561660,1,reduced_list,1,0,0
2021-11-08 13:34:40,2021-11-08 13:34:40,Survey Test,,100,0,1,2021-11-08 13:34:40,R_cOVgqifaMJ11xlk,,,,,40.4394989013671,-79.943000793457,test,,Yes,Yes,No,,More than 10,Ferret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610235,3,categorization,0,0,1
2021-11-08 13:34:40,2021-11-08 13:34:41,Survey Test,,100,1,1,2021-11-08 13:34:41,R_1SKe6PyvlUB1ROu,,,,,40.4394989013671,-79.943000793457,test,,No,No,No,,5-10,Bear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990455,0,control,0,0,0
2021-11-08 13:34:41,2021-11-08 13:34:41,Survey Test,,100,0,1,2021-11-08 13:34:41,R_cCLn5mshn3eJPZI,,,,,40.4394989013671,-79.943000793457,test,,No,Yes,Yes,,More than 10,Dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405408,2,ranking,0,1,0
2021-11-08 13:34:41,2021-11-08 13:34:41,Survey Test,,100,0,1,2021-11-08 13:34:41,R_5nY4YddzPG10y22,,,,,40.4394989013671,-79.943000793457,test,,No,No,No,,5-10,Other,10,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776515,3,categorization,0,0,1
2021-11-08 13:34:41,2021-11-08 13:34:41,Survey Test,,100,0,1,2021-11-08 13:34:41,R_bQx42wksFMbacKy,,,,,40.4394989013671,-79.943000793457,test,,No,No,No,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651926,,,,,
2021-11-08 13:34:41,2021-11-08 13:34:41,Survey Test,,100,0,1,2021-11-08 13:34:41,R_9HtCQRrRXb6Y6LY,,,,,40.4394989013671,-79.943000793457,test,,No,No,Yes,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769930,,,,,
2021-11-08 13:34:41,2021-11-08 13:34:41,Survey Test,,100,0,1,2021-11-08 13:34:41,R_d0TQlKiVmH3HjCu,,,,,40.4394989013671,-79.943000793457,test,,Yes,No,No,,1-5,Ferret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301923,2,ranking,0,1,0
2021-11-08 13:34:41,2021-11-08 13:34:42,Survey Test,,100,1,1,2021-11-08 13:34:42,R_88kF2KDbgf3db26,,,,,40.4394989013671,-79.943000793457,test,,Yes,No,No,,More than 10,Ferret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147498,0,control,0,0,0
2021-11-08 13:34:42,2021-11-08 13:34:42,Survey Test,,100,0,1,2021-11-08 13:34:42,R_51O5BiZnN70HH7M,,,,,40.4394989013671,-79.943000793457,test,,No,Yes,No,,5-10,Lion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897931,1,reduced_list,1,0,0
2021-11-08 13:34:42,2021-11-08 13:34:42,Survey Test,,100,0,1,2021-11-08 13:34:42,R_3l4rYEMWQW7oZMi,,,,,40.4394989013671,-79.943000793457,test,,No,No,Yes,,More than 10,Lion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324093,3,categorization,0,0,1
2021-11-08 13:34:42,2021-11-08 13:34:42,Survey Test,,100,0,1,2021-11-08 13:34:42,R_dj2ZnUDDZQynBoa,,,,,40.4394989013671,-79.943000793457,test,,No,Yes,Yes,,More than 10,Dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556124,0,control,0,0,0
2021-11-08 13:34:42,2021-11-08 13:34:42,Survey Test,,100,0,1,2021-11-08 13:34:42,R_6F3ZuJiDgnXod1k,,,,,40.4394989013671,-79.943000793457,test,,Yes,No,No,,5-10,Dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800663,2,ranking,0,1,0
2021-11-08 13:34:42,2021-11-08 13:34:42,Survey Test,,100,0,1,2021-11-08 13:34:42,R_82GtPkazdOsAsTQ,,,,,40.4394989013671,-79.943000793457,test,,Yes,Yes,No,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272730,,,,,
2021-11-08 13:34:42,2021-11-08 13:34:43,Survey Test,,100,1,1,2021-11-08 13:34:43,R_8cgy2pTrnGVEwSO,,,,,40.4394989013671,-79.943000793457,test,,Yes,No,Yes,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125754,,,,,
2021-11-08 13:34:43,2021-11-08 13:34:43,Survey Test,,100,0,1,2021-11-08 13:34:43,R_9oRcZcZI2EgqEbs,,,,,40.4394989013671,-79.943000793457,test,,Yes,Yes,Yes,,More than 10,Other,70,50,,,,,1.03,3.41999999999999,4.16,31,,,,,,,,,9.25999999999999,9.5,9.9,27,Vulputate facilisi? Platea cras erat. Volutpat duis placerat. Proin nulla? Dapibus ab.,,0,5.66,8.08,9.09999999999999,23,"Discounted Wild Merchandise,Hockey Lodge Discount,Member Events,Playoff Access,Right of First Refusal for Concerts and Events,Gameday Travel Package,Discounted Concessions,Exclusive Conferences Calls with Players, Managers, and Front Office Executives,Free Holiday Ornament,Exclusive Restroom Access,Autographed Merchandise","Hockey Lodge Discount,Member Events,Right of First Refusal for Concerts and Events,Gameday Travel Package,Discounted Concessions,Free Holiday Ornament,Exclusive Restroom Access,Autographed Merchandise",61,Male,"Sed neque? Vivamus mattis faucibus malesuada luctus metus! Dui montes. Mattis auctor, suscipit pretium bibendum.",Asian,High School Diploma,I would not like to answer this question,No,611737,1,reduced_list,1,0,0
2021-11-08 13:34:43,2021-11-08 13:34:43,Survey Test,,100,0,1,2021-11-08 13:34:43,R_3OfwqlKXxB4bBmC,,,,,40.4394989013671,-79.943000793457,test,,Yes,Yes,No,,5-10,Dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598223,1,reduced_list,1,0,0
2021-11-08 13:34:43,2021-11-08 13:34:43,Survey Test,,100,0,1,2021-11-08 13:34:43,R_77He72Tf4bGBLbo,,,,,40.4394989013671,-79.943000793457,test,,Yes,No,Yes,,More than 10,Dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488681,3,categorization,0,0,1
